shipment_id,order_id,carrier,tracking_no,shipped_at,delivered_at,status
1238,2504,XpressBees,XP-0002504,2024-02-05 21:08:14,,Shipped
1239,2505,Delhivery,DE-0002505,2024-06-05 04:52:04,2024-06-08 04:52:04,Delivered
1240,2506,BlueDart,BL-0002506,2025-08-22 19:25:04,,Shipped
1241,2508,EcomExpress,EC-0002508,2025-06-13 17:12:05,2025-06-14 17:12:05,Delivered
1242,2509,DTDC,DT-0002509,2025-03-09 15:38:09,,Shipped
1243,2510,XpressBees,XP-0002510,2024-12-12 16:15:56,2024-12-15 16:15:56,Delivered
1244,2511,BlueDart,BL-0002511,2024-06-06 06:10:59,2024-06-11 06:10:59,Delivered
1245,2512,BlueDart,BL-0002512,2024-12-02 23:45:51,2024-12-06 23:45:51,Delivered
1246,2514,BlueDart,BL-0002514,2024-03-23 12:55:13,2024-03-26 12:55:13,Delivered
1247,2515,DTDC,DT-0002515,2024-03-06 00:43:30,,Shipped
1248,2516,Delhivery,DE-0002516,2024-05-26 08:39:22,,Shipped
1249,2519,XpressBees,XP-0002519,2025-07-27 13:27:55,2025-07-29 13:27:55,Delivered
1250,2521,Delhivery,DE-0002521,2024-01-12 16:17:16,,Shipped
1251,2523,DTDC,DT-0002523,2024-11-11 16:08:34,2024-11-12 16:08:34,Delivered
1252,2524,BlueDart,BL-0002524,2024-09-12 07:19:41,2024-09-15 07:19:41,Delivered
1253,2526,BlueDart,BL-0002526,2024-10-07 20:54:05,2024-10-11 20:54:05,Delivered
1254,2527,XpressBees,XP-0002527,2024-06-22 01:22:20,2024-06-26 01:22:20,Delivered
1255,2528,EcomExpress,EC-0002528,2024-01-10 04:49:31,2024-01-15 04:49:31,Delivered
1256,2529,Delhivery,DE-0002529,2024-08-24 00:36:53,,Shipped
1257,2533,Delhivery,DE-0002533,2024-09-07 01:55:49,,Shipped
1258,2534,DTDC,DT-0002534,2024-12-04 14:09:07,2024-12-08 14:09:07,Delivered
1259,2536,BlueDart,BL-0002536,2024-10-14 09:41:26,,Shipped
1260,2537,XpressBees,XP-0002537,2024-03-25 13:21:31,,Shipped
1261,2540,BlueDart,BL-0002540,2025-04-10 15:48:04,,Shipped
1262,2542,XpressBees,XP-0002542,2025-03-22 05:19:07,,Shipped
1263,2544,XpressBees,XP-0002544,2024-04-10 23:24:46,2024-04-15 23:24:46,Delivered
1264,2545,EcomExpress,EC-0002545,2024-04-17 01:34:22,2024-04-22 01:34:22,Delivered
1265,2547,EcomExpress,EC-0002547,2024-01-12 19:59:50,2024-01-15 19:59:50,Delivered
1266,2548,XpressBees,XP-0002548,2025-01-24 01:34:25,2025-01-25 01:34:25,Delivered
1267,2549,Delhivery,DE-0002549,2024-02-09 08:10:08,,Shipped
1268,2552,Delhivery,DE-0002552,2025-01-30 19:42:54,2025-01-31 19:42:54,Delivered
1269,2553,BlueDart,BL-0002553,2024-07-01 20:07:42,,Shipped
1270,2554,BlueDart,BL-0002554,2024-01-17 13:31:28,2024-01-18 13:31:28,Delivered
1271,2557,DTDC,DT-0002557,2024-02-25 19:26:32,2024-02-29 19:26:32,Delivered
1272,2558,EcomExpress,EC-0002558,2024-08-14 06:32:53,,Shipped
1273,2559,DTDC,DT-0002559,2025-04-08 22:21:16,,Shipped
1274,2560,DTDC,DT-0002560,2024-11-21 02:10:26,,Shipped
1275,2561,Delhivery,DE-0002561,2025-03-18 01:13:00,,Shipped
1276,2565,EcomExpress,EC-0002565,2025-08-23 17:41:36,2025-08-26 17:41:36,Delivered
1277,2566,XpressBees,XP-0002566,2025-03-06 22:56:21,,Shipped
1278,2569,EcomExpress,EC-0002569,2025-05-12 10:47:11,,Shipped
1279,2575,DTDC,DT-0002575,2024-09-03 16:37:56,,Shipped
1280,2577,BlueDart,BL-0002577,2025-05-08 04:05:03,2025-05-11 04:05:03,Delivered
1281,2578,BlueDart,BL-0002578,2024-01-18 12:15:10,2024-01-22 12:15:10,Delivered
1282,2579,DTDC,DT-0002579,2025-07-20 11:17:16,,Shipped
1283,2581,DTDC,DT-0002581,2024-12-15 22:43:17,,Shipped
1284,2584,Delhivery,DE-0002584,2025-03-10 13:17:40,2025-03-11 13:17:40,Delivered
1285,2586,Delhivery,DE-0002586,2024-01-13 04:37:45,2024-01-17 04:37:45,Delivered
1286,2587,EcomExpress,EC-0002587,2025-05-22 18:46:05,,Shipped
1287,2589,DTDC,DT-0002589,2024-03-03 19:08:44,2024-03-04 19:08:44,Delivered
1288,2590,DTDC,DT-0002590,2024-08-08 02:07:10,2024-08-10 02:07:10,Delivered
1289,2591,Delhivery,DE-0002591,2025-05-27 09:46:35,2025-06-01 09:46:35,Delivered
1290,2592,XpressBees,XP-0002592,2024-02-24 03:12:57,2024-02-29 03:12:57,Delivered
1291,2593,EcomExpress,EC-0002593,2024-09-30 19:02:44,2024-10-03 19:02:44,Delivered
1292,2594,Delhivery,DE-0002594,2025-06-10 05:56:47,,Shipped
1293,2595,BlueDart,BL-0002595,2025-04-30 04:36:25,2025-05-02 04:36:25,Delivered
1294,2596,BlueDart,BL-0002596,2024-05-20 09:55:43,2024-05-25 09:55:43,Delivered
1295,2597,DTDC,DT-0002597,2024-03-15 09:29:25,2024-03-16 09:29:25,Delivered
1296,2598,Delhivery,DE-0002598,2024-06-24 21:23:27,,Shipped
1297,2600,EcomExpress,EC-0002600,2025-06-05 15:04:19,2025-06-08 15:04:19,Delivered
1298,2603,BlueDart,BL-0002603,2025-04-13 09:46:29,,Shipped
1299,2604,EcomExpress,EC-0002604,2025-07-11 18:48:55,,Shipped
1300,2605,DTDC,DT-0002605,2025-01-11 10:46:51,2025-01-13 10:46:51,Delivered
1301,2607,DTDC,DT-0002607,2025-03-20 04:29:58,2025-03-22 04:29:58,Delivered
1302,2608,EcomExpress,EC-0002608,2024-05-21 14:49:18,,Shipped
1303,2609,EcomExpress,EC-0002609,2025-08-05 19:57:48,,Shipped
1304,2610,Delhivery,DE-0002610,2025-04-12 13:15:00,2025-04-17 13:15:00,Delivered
1305,2611,XpressBees,XP-0002611,2024-10-14 22:11:54,2024-10-18 22:11:54,Delivered
1306,2613,Delhivery,DE-0002613,2024-09-24 03:12:31,,Shipped
1307,2614,EcomExpress,EC-0002614,2024-06-09 16:00:26,2024-06-11 16:00:26,Delivered
1308,2615,Delhivery,DE-0002615,2025-02-09 07:21:38,,Shipped
1309,2616,Delhivery,DE-0002616,2025-04-13 18:31:45,,Shipped
1310,2617,XpressBees,XP-0002617,2024-07-20 11:30:43,,Shipped
1311,2618,EcomExpress,EC-0002618,2024-07-10 01:09:19,,Shipped
1312,2619,Delhivery,DE-0002619,2024-10-01 08:56:52,,Shipped
1313,2625,BlueDart,BL-0002625,2024-04-19 20:00:04,,Shipped
1314,2627,Delhivery,DE-0002627,2025-06-13 18:19:27,2025-06-14 18:19:27,Delivered
1315,2628,XpressBees,XP-0002628,2024-09-30 05:45:18,2024-10-05 05:45:18,Delivered
1316,2630,DTDC,DT-0002630,2024-12-03 08:40:45,2024-12-08 08:40:45,Delivered
1317,2640,BlueDart,BL-0002640,2024-06-11 17:05:36,2024-06-13 17:05:36,Delivered
1318,2641,XpressBees,XP-0002641,2025-07-05 00:01:12,,Shipped
1319,2642,DTDC,DT-0002642,2024-07-31 16:35:19,2024-08-03 16:35:19,Delivered
1320,2648,XpressBees,XP-0002648,2025-08-11 18:48:42,,Shipped
1321,2650,XpressBees,XP-0002650,2025-07-20 23:29:35,2025-07-23 23:29:35,Delivered
1322,2653,Delhivery,DE-0002653,2025-06-20 19:15:07,,Shipped
1323,2654,DTDC,DT-0002654,2024-11-19 02:53:28,,Shipped
1324,2656,EcomExpress,EC-0002656,2024-07-31 01:40:28,,Shipped
1325,2659,EcomExpress,EC-0002659,2025-08-01 23:28:22,2025-08-05 23:28:22,Delivered
1326,2660,DTDC,DT-0002660,2024-03-03 22:07:18,2024-03-07 22:07:18,Delivered
1327,2661,EcomExpress,EC-0002661,2025-05-07 15:45:48,2025-05-12 15:45:48,Delivered
1328,2662,BlueDart,BL-0002662,2025-01-23 17:18:42,2025-01-28 17:18:42,Delivered
1329,2663,XpressBees,XP-0002663,2025-07-09 06:06:19,2025-07-13 06:06:19,Delivered
1330,2664,BlueDart,BL-0002664,2024-03-13 18:23:04,,Shipped
1331,2669,XpressBees,XP-0002669,2025-06-14 17:20:07,,Shipped
1332,2670,XpressBees,XP-0002670,2025-08-14 15:45:27,2025-08-15 15:45:27,Delivered
1333,2672,BlueDart,BL-0002672,2025-07-22 15:19:14,,Shipped
1334,2675,XpressBees,XP-0002675,2024-12-08 00:39:43,2024-12-10 00:39:43,Delivered
1335,2676,BlueDart,BL-0002676,2025-01-29 04:52:41,2025-01-31 04:52:41,Delivered
1336,2678,BlueDart,BL-0002678,2024-01-25 12:26:33,2024-01-29 12:26:33,Delivered
1337,2680,DTDC,DT-0002680,2024-03-24 06:46:47,2024-03-29 06:46:47,Delivered
1338,2681,Delhivery,DE-0002681,2025-02-18 05:46:23,,Shipped
1339,2682,Delhivery,DE-0002682,2024-05-04 03:11:30,2024-05-08 03:11:30,Delivered
1340,2683,BlueDart,BL-0002683,2024-12-21 19:41:43,2024-12-25 19:41:43,Delivered
1341,2686,XpressBees,XP-0002686,2024-07-29 17:52:55,,Shipped
1342,2689,BlueDart,BL-0002689,2025-06-14 03:10:41,,Shipped
1343,2691,EcomExpress,EC-0002691,2024-03-30 14:55:11,2024-04-02 14:55:11,Delivered
1344,2692,BlueDart,BL-0002692,2024-11-02 06:43:32,,Shipped
1345,2694,EcomExpress,EC-0002694,2024-09-04 00:43:24,,Shipped
1346,2697,XpressBees,XP-0002697,2024-02-17 22:55:34,2024-02-22 22:55:34,Delivered
1347,2699,XpressBees,XP-0002699,2024-08-24 10:19:34,,Shipped
1348,2700,Delhivery,DE-0002700,2024-02-12 01:50:51,,Shipped
1349,2701,Delhivery,DE-0002701,2025-06-14 09:24:58,2025-06-19 09:24:58,Delivered
1350,2703,Delhivery,DE-0002703,2025-04-23 15:23:06,,Shipped
1351,2704,EcomExpress,EC-0002704,2024-03-19 12:58:22,2024-03-24 12:58:22,Delivered
1352,2707,BlueDart,BL-0002707,2025-01-16 06:29:55,,Shipped
1353,2708,DTDC,DT-0002708,2024-07-01 20:14:23,,Shipped
1354,2709,BlueDart,BL-0002709,2024-02-16 18:26:07,2024-02-19 18:26:07,Delivered
1355,2710,DTDC,DT-0002710,2025-08-01 14:41:38,2025-08-05 14:41:38,Delivered
1356,2712,DTDC,DT-0002712,2025-08-24 15:44:57,,Shipped
1357,2713,Delhivery,DE-0002713,2025-07-27 02:30:17,,Shipped
1358,2716,DTDC,DT-0002716,2025-08-12 09:45:31,2025-08-17 09:45:31,Delivered
1359,2717,DTDC,DT-0002717,2024-01-22 19:26:54,2024-01-23 19:26:54,Delivered
1360,2719,Delhivery,DE-0002719,2025-03-09 10:24:32,2025-03-12 10:24:32,Delivered
1361,2720,EcomExpress,EC-0002720,2024-04-29 11:30:03,2024-05-04 11:30:03,Delivered
1362,2721,Delhivery,DE-0002721,2025-01-29 17:53:00,,Shipped
1363,2724,Delhivery,DE-0002724,2025-04-25 23:12:39,2025-04-29 23:12:39,Delivered
1364,2725,DTDC,DT-0002725,2024-08-12 11:00:20,,Shipped
1365,2726,DTDC,DT-0002726,2024-11-19 20:29:27,2024-11-21 20:29:27,Delivered
1366,2728,XpressBees,XP-0002728,2025-01-24 19:00:03,,Shipped
1367,2729,EcomExpress,EC-0002729,2024-02-01 21:01:52,2024-02-03 21:01:52,Delivered
1368,2730,DTDC,DT-0002730,2025-07-06 14:08:52,2025-07-07 14:08:52,Delivered
1369,2731,Delhivery,DE-0002731,2025-05-22 17:57:23,2025-05-23 17:57:23,Delivered
1370,2732,BlueDart,BL-0002732,2025-01-05 19:11:13,2025-01-10 19:11:13,Delivered
1371,2733,BlueDart,BL-0002733,2024-05-24 07:59:14,2024-05-26 07:59:14,Delivered
1372,2742,DTDC,DT-0002742,2024-04-06 15:53:40,2024-04-10 15:53:40,Delivered
1373,2744,BlueDart,BL-0002744,2025-06-29 03:02:23,2025-07-04 03:02:23,Delivered
1374,2745,BlueDart,BL-0002745,2024-08-30 08:46:16,2024-09-02 08:46:16,Delivered
1375,2746,DTDC,DT-0002746,2024-08-09 02:24:03,2024-08-10 02:24:03,Delivered
1376,2747,Delhivery,DE-0002747,2025-08-04 22:47:19,2025-08-08 22:47:19,Delivered
1377,2750,DTDC,DT-0002750,2024-01-31 15:21:33,2024-02-03 15:21:33,Delivered
1378,2753,Delhivery,DE-0002753,2024-10-12 11:12:02,2024-10-17 11:12:02,Delivered
1379,2756,DTDC,DT-0002756,2024-04-07 12:30:40,2024-04-12 12:30:40,Delivered
1380,2757,DTDC,DT-0002757,2025-05-08 03:01:48,2025-05-10 03:01:48,Delivered
1381,2759,BlueDart,BL-0002759,2024-10-27 01:31:02,2024-10-29 01:31:02,Delivered
1382,2762,XpressBees,XP-0002762,2024-05-16 21:07:07,2024-05-17 21:07:07,Delivered
1383,2763,BlueDart,BL-0002763,2024-01-29 14:56:41,2024-02-01 14:56:41,Delivered
1384,2764,DTDC,DT-0002764,2024-10-22 11:46:55,2024-10-23 11:46:55,Delivered
1385,2768,DTDC,DT-0002768,2024-04-07 21:36:05,,Shipped
1386,2769,DTDC,DT-0002769,2024-03-09 00:32:48,,Shipped
1387,2770,BlueDart,BL-0002770,2025-08-07 05:08:06,2025-08-09 05:08:06,Delivered
1388,2774,DTDC,DT-0002774,2024-05-21 06:26:30,,Shipped
1389,2775,XpressBees,XP-0002775,2024-09-21 02:50:31,,Shipped
1390,2777,XpressBees,XP-0002777,2025-01-23 16:34:41,2025-01-24 16:34:41,Delivered
1391,2778,DTDC,DT-0002778,2024-09-29 21:21:43,2024-10-04 21:21:43,Delivered
1392,2779,BlueDart,BL-0002779,2024-08-23 00:44:24,,Shipped
1393,2780,XpressBees,XP-0002780,2025-04-27 08:48:52,2025-05-01 08:48:52,Delivered
1394,2781,XpressBees,XP-0002781,2025-05-30 19:20:56,,Shipped
1395,2782,Delhivery,DE-0002782,2025-07-19 10:06:47,,Shipped
1396,2784,Delhivery,DE-0002784,2025-06-05 22:22:29,2025-06-06 22:22:29,Delivered
1397,2785,XpressBees,XP-0002785,2024-06-19 22:03:01,2024-06-21 22:03:01,Delivered
1398,2786,EcomExpress,EC-0002786,2024-10-11 17:00:13,2024-10-12 17:00:13,Delivered
1399,2787,Delhivery,DE-0002787,2024-08-16 11:49:39,,Shipped
1400,2788,BlueDart,BL-0002788,2024-09-09 00:29:10,2024-09-12 00:29:10,Delivered
1401,2789,Delhivery,DE-0002789,2025-06-04 13:42:35,2025-06-09 13:42:35,Delivered
1402,2790,XpressBees,XP-0002790,2024-04-21 01:45:45,2024-04-25 01:45:45,Delivered
1403,2791,EcomExpress,EC-0002791,2024-02-20 02:51:15,2024-02-25 02:51:15,Delivered
1404,2793,Delhivery,DE-0002793,2025-01-08 17:52:30,2025-01-11 17:52:30,Delivered
1405,2794,XpressBees,XP-0002794,2024-06-10 21:22:47,,Shipped
1406,2797,XpressBees,XP-0002797,2025-05-18 20:31:55,,Shipped
1407,2798,XpressBees,XP-0002798,2025-04-18 10:52:12,,Shipped
1408,2799,DTDC,DT-0002799,2024-02-26 15:23:45,,Shipped
1409,2800,BlueDart,BL-0002800,2024-12-07 21:00:46,,Shipped
1410,2804,EcomExpress,EC-0002804,2025-01-11 11:08:13,,Shipped
1411,2806,EcomExpress,EC-0002806,2024-05-31 16:35:06,,Shipped
1412,2808,DTDC,DT-0002808,2024-06-10 12:12:08,2024-06-11 12:12:08,Delivered
1413,2809,DTDC,DT-0002809,2025-01-29 20:33:58,2025-01-31 20:33:58,Delivered
1414,2810,BlueDart,BL-0002810,2025-05-06 10:45:43,,Shipped
1415,2815,BlueDart,BL-0002815,2024-05-20 10:11:37,2024-05-21 10:11:37,Delivered
1416,2816,XpressBees,XP-0002816,2025-06-07 23:52:14,2025-06-12 23:52:14,Delivered
1417,2817,XpressBees,XP-0002817,2024-10-30 18:14:12,2024-11-04 18:14:12,Delivered
1418,2818,Delhivery,DE-0002818,2025-02-18 08:15:22,2025-02-21 08:15:22,Delivered
1419,2819,BlueDart,BL-0002819,2025-02-20 21:46:03,,Shipped
1420,2822,Delhivery,DE-0002822,2024-10-23 15:10:44,2024-10-24 15:10:44,Delivered
1421,2823,BlueDart,BL-0002823,2024-08-23 12:37:12,,Shipped
1422,2825,Delhivery,DE-0002825,2024-10-26 07:52:08,,Shipped
1423,2828,EcomExpress,EC-0002828,2024-02-16 10:18:28,2024-02-18 10:18:28,Delivered
1424,2829,Delhivery,DE-0002829,2024-01-21 23:45:00,2024-01-26 23:45:00,Delivered
1425,2832,XpressBees,XP-0002832,2024-03-04 22:16:16,2024-03-08 22:16:16,Delivered
1426,2833,EcomExpress,EC-0002833,2024-12-30 08:12:40,2025-01-02 08:12:40,Delivered
1427,2834,BlueDart,BL-0002834,2025-05-06 08:25:23,2025-05-08 08:25:23,Delivered
1428,2836,DTDC,DT-0002836,2024-08-18 16:02:15,2024-08-22 16:02:15,Delivered
1429,2838,Delhivery,DE-0002838,2024-06-16 23:08:07,,Shipped
1430,2839,Delhivery,DE-0002839,2025-03-19 20:01:10,2025-03-20 20:01:10,Delivered
1431,2847,BlueDart,BL-0002847,2025-04-08 03:25:16,,Shipped
1432,2849,Delhivery,DE-0002849,2024-09-29 20:27:01,2024-10-03 20:27:01,Delivered
1433,2850,DTDC,DT-0002850,2025-03-13 21:05:33,2025-03-18 21:05:33,Delivered
1434,2852,BlueDart,BL-0002852,2025-01-08 07:59:22,2025-01-13 07:59:22,Delivered
1435,2855,XpressBees,XP-0002855,2025-04-05 19:53:39,,Shipped
1436,2860,XpressBees,XP-0002860,2025-01-30 19:48:52,2025-02-04 19:48:52,Delivered
1437,2862,DTDC,DT-0002862,2025-04-02 02:15:58,2025-04-04 02:15:58,Delivered
1438,2863,BlueDart,BL-0002863,2024-11-02 22:20:59,2024-11-06 22:20:59,Delivered
1439,2864,EcomExpress,EC-0002864,2024-02-14 16:08:29,,Shipped
1440,2868,EcomExpress,EC-0002868,2025-05-17 05:24:30,2025-05-22 05:24:30,Delivered
1441,2869,Delhivery,DE-0002869,2024-06-24 17:34:41,2024-06-28 17:34:41,Delivered
1442,2870,XpressBees,XP-0002870,2024-02-29 08:53:18,,Shipped
1443,2872,BlueDart,BL-0002872,2024-05-27 02:27:50,,Shipped
1444,2877,DTDC,DT-0002877,2024-01-23 11:55:41,,Shipped
1445,2878,Delhivery,DE-0002878,2024-04-14 01:12:41,2024-04-18 01:12:41,Delivered
1446,2879,DTDC,DT-0002879,2025-06-29 16:27:21,2025-06-30 16:27:21,Delivered
1447,2880,EcomExpress,EC-0002880,2024-06-15 03:49:42,2024-06-18 03:49:42,Delivered
1448,2881,XpressBees,XP-0002881,2025-06-14 22:11:01,,Shipped
1449,2882,DTDC,DT-0002882,2025-04-27 08:48:07,,Shipped
1450,2883,EcomExpress,EC-0002883,2024-07-29 23:14:32,,Shipped
1451,2888,XpressBees,XP-0002888,2024-04-24 17:44:45,2024-04-27 17:44:45,Delivered
1452,2890,BlueDart,BL-0002890,2025-01-28 07:49:21,,Shipped
1453,2893,Delhivery,DE-0002893,2024-08-30 01:55:14,2024-09-01 01:55:14,Delivered
1454,2894,XpressBees,XP-0002894,2024-07-09 01:33:25,,Shipped
1455,2897,Delhivery,DE-0002897,2025-07-24 10:50:20,2025-07-26 10:50:20,Delivered
1456,2898,Delhivery,DE-0002898,2024-06-08 07:15:42,,Shipped
1457,2903,XpressBees,XP-0002903,2024-05-16 11:47:09,2024-05-21 11:47:09,Delivered
1458,2906,Delhivery,DE-0002906,2025-01-10 03:34:41,,Shipped
1459,2907,DTDC,DT-0002907,2024-02-05 05:58:04,,Shipped
1460,2908,EcomExpress,EC-0002908,2024-04-05 21:25:44,2024-04-09 21:25:44,Delivered
1461,2909,EcomExpress,EC-0002909,2025-06-25 22:43:49,,Shipped
1462,2910,BlueDart,BL-0002910,2024-01-11 05:51:18,2024-01-16 05:51:18,Delivered
1463,2911,EcomExpress,EC-0002911,2025-04-09 19:37:58,2025-04-12 19:37:58,Delivered
1464,2913,EcomExpress,EC-0002913,2024-10-12 16:30:49,2024-10-14 16:30:49,Delivered
1465,2915,XpressBees,XP-0002915,2024-02-21 06:42:07,,Shipped
1466,2917,BlueDart,BL-0002917,2024-10-13 07:17:21,,Shipped
1467,2919,Delhivery,DE-0002919,2024-05-20 12:43:56,,Shipped
1468,2920,EcomExpress,EC-0002920,2024-11-06 17:57:47,,Shipped
1469,2921,BlueDart,BL-0002921,2025-07-18 00:36:27,,Shipped
1470,2922,EcomExpress,EC-0002922,2024-03-30 11:55:15,2024-04-04 11:55:15,Delivered
1471,2924,EcomExpress,EC-0002924,2024-03-14 07:58:08,,Shipped
1472,2925,BlueDart,BL-0002925,2024-12-11 07:24:13,,Shipped
1473,2927,XpressBees,XP-0002927,2025-05-05 14:28:20,,Shipped
1474,2928,EcomExpress,EC-0002928,2025-06-24 04:57:15,2025-06-29 04:57:15,Delivered
1475,2930,EcomExpress,EC-0002930,2025-06-03 11:04:16,,Shipped
1476,2933,Delhivery,DE-0002933,2025-04-07 20:35:36,2025-04-11 20:35:36,Delivered
1477,2934,BlueDart,BL-0002934,2024-06-28 19:18:46,,Shipped
1478,2935,BlueDart,BL-0002935,2024-05-09 11:12:08,2024-05-14 11:12:08,Delivered
1479,2936,Delhivery,DE-0002936,2025-04-01 20:24:59,2025-04-05 20:24:59,Delivered
1480,2937,EcomExpress,EC-0002937,2025-05-26 18:52:59,2025-05-28 18:52:59,Delivered
1481,2943,BlueDart,BL-0002943,2024-04-29 22:59:56,2024-05-04 22:59:56,Delivered
1482,2946,BlueDart,BL-0002946,2024-08-02 15:45:26,2024-08-06 15:45:26,Delivered
1483,2947,Delhivery,DE-0002947,2025-07-18 12:27:16,2025-07-23 12:27:16,Delivered
1484,2950,XpressBees,XP-0002950,2025-06-13 19:34:38,,Shipped
1485,2953,Delhivery,DE-0002953,2025-06-20 11:11:42,,Shipped
1486,2957,XpressBees,XP-0002957,2025-02-22 06:31:22,2025-02-24 06:31:22,Delivered
1487,2959,Delhivery,DE-0002959,2025-02-20 14:53:42,2025-02-23 14:53:42,Delivered
1488,2960,EcomExpress,EC-0002960,2025-07-26 20:39:27,2025-07-27 20:39:27,Delivered
1489,2961,BlueDart,BL-0002961,2024-04-28 00:31:36,,Shipped
1490,2963,EcomExpress,EC-0002963,2024-03-07 20:09:06,2024-03-09 20:09:06,Delivered
1491,2964,DTDC,DT-0002964,2024-04-28 18:50:57,,Shipped
1492,2966,Delhivery,DE-0002966,2024-07-08 12:27:46,,Shipped
1493,2967,BlueDart,BL-0002967,2025-05-29 11:15:34,,Shipped
1494,2973,XpressBees,XP-0002973,2024-09-17 21:40:03,,Shipped
1495,2976,BlueDart,BL-0002976,2025-05-08 12:19:49,,Shipped
1496,2977,Delhivery,DE-0002977,2024-04-09 13:09:05,,Shipped
1497,2979,EcomExpress,EC-0002979,2025-08-10 04:08:23,,Shipped
1498,2980,BlueDart,BL-0002980,2025-04-25 20:14:47,2025-04-27 20:14:47,Delivered
1499,2981,EcomExpress,EC-0002981,2024-05-03 16:21:44,2024-05-04 16:21:44,Delivered
1500,2984,EcomExpress,EC-0002984,2025-03-15 05:33:55,2025-03-17 05:33:55,Delivered
1501,2985,DTDC,DT-0002985,2024-01-13 15:01:21,2024-01-18 15:01:21,Delivered
1502,2986,BlueDart,BL-0002986,2024-10-07 03:01:42,2024-10-08 03:01:42,Delivered
1503,2987,Delhivery,DE-0002987,2024-11-25 18:24:23,2024-11-27 18:24:23,Delivered
1504,2989,DTDC,DT-0002989,2024-06-27 06:14:01,,Shipped
1505,2991,EcomExpress,EC-0002991,2025-06-29 21:39:05,2025-07-03 21:39:05,Delivered
1506,2994,XpressBees,XP-0002994,2025-02-18 23:42:48,,Shipped
1507,2996,XpressBees,XP-0002996,2024-12-18 17:44:47,,Shipped
1508,2997,BlueDart,BL-0002997,2024-12-14 04:00:15,2024-12-19 04:00:15,Delivered
1509,2999,Delhivery,DE-0002999,2024-09-29 21:39:30,,Shipped
1510,3000,Delhivery,DE-0003000,2024-07-06 04:38:04,2024-07-09 04:38:04,Delivered
1511,3003,DTDC,DT-0003003,2024-11-26 16:41:38,,Shipped
1512,3005,BlueDart,BL-0003005,2024-06-23 13:21:58,,Shipped
1513,3006,Delhivery,DE-0003006,2025-03-30 16:58:16,2025-04-01 16:58:16,Delivered
1514,3012,Delhivery,DE-0003012,2024-09-26 02:51:33,,Shipped
1515,3014,EcomExpress,EC-0003014,2024-07-27 19:05:17,2024-07-29 19:05:17,Delivered
1516,3015,DTDC,DT-0003015,2025-08-15 15:40:14,2025-08-19 15:40:14,Delivered
1517,3016,Delhivery,DE-0003016,2025-06-20 03:58:05,2025-06-24 03:58:05,Delivered
1518,3019,XpressBees,XP-0003019,2025-03-20 10:10:58,,Shipped
1519,3020,DTDC,DT-0003020,2024-05-21 06:21:40,2024-05-23 06:21:40,Delivered
1520,3022,Delhivery,DE-0003022,2024-01-26 05:35:11,2024-01-27 05:35:11,Delivered
1521,3028,DTDC,DT-0003028,2025-04-21 03:34:33,2025-04-25 03:34:33,Delivered
1522,3032,Delhivery,DE-0003032,2024-04-08 07:33:33,2024-04-12 07:33:33,Delivered
1523,3033,Delhivery,DE-0003033,2025-07-29 23:28:33,2025-07-30 23:28:33,Delivered
1524,3035,Delhivery,DE-0003035,2025-03-30 01:14:08,,Shipped
1525,3036,Delhivery,DE-0003036,2024-06-28 09:39:26,,Shipped
1526,3037,XpressBees,XP-0003037,2024-11-13 21:30:25,,Shipped
1527,3041,EcomExpress,EC-0003041,2024-01-13 20:23:37,,Shipped
1528,3042,Delhivery,DE-0003042,2024-01-31 14:16:25,2024-02-05 14:16:25,Delivered
1529,3043,EcomExpress,EC-0003043,2025-05-27 17:45:57,2025-06-01 17:45:57,Delivered
1530,3044,BlueDart,BL-0003044,2025-06-16 19:58:28,2025-06-20 19:58:28,Delivered
1531,3045,EcomExpress,EC-0003045,2025-06-02 04:20:35,2025-06-04 04:20:35,Delivered
1532,3047,Delhivery,DE-0003047,2025-08-25 07:48:28,2025-08-26 07:48:28,Delivered
1533,3048,Delhivery,DE-0003048,2025-01-23 02:23:26,,Shipped
1534,3049,Delhivery,DE-0003049,2025-02-14 18:05:27,2025-02-17 18:05:27,Delivered
1535,3050,Delhivery,DE-0003050,2025-07-04 11:45:41,2025-07-07 11:45:41,Delivered
1536,3051,EcomExpress,EC-0003051,2024-11-04 08:20:51,,Shipped
1537,3053,BlueDart,BL-0003053,2024-09-30 06:05:22,2024-10-01 06:05:22,Delivered
1538,3055,BlueDart,BL-0003055,2024-11-10 09:40:53,,Shipped
1539,3058,EcomExpress,EC-0003058,2024-07-26 08:13:55,2024-07-27 08:13:55,Delivered
1540,3059,BlueDart,BL-0003059,2024-08-18 01:40:02,2024-08-23 01:40:02,Delivered
1541,3061,XpressBees,XP-0003061,2025-03-28 02:12:30,,Shipped
1542,3065,DTDC,DT-0003065,2024-07-20 15:28:39,2024-07-23 15:28:39,Delivered
1543,3067,DTDC,DT-0003067,2024-07-23 13:29:53,,Shipped
1544,3069,XpressBees,XP-0003069,2025-04-02 17:18:15,2025-04-05 17:18:15,Delivered
1545,3070,BlueDart,BL-0003070,2024-04-11 22:00:50,,Shipped
1546,3071,Delhivery,DE-0003071,2025-06-06 01:38:17,2025-06-08 01:38:17,Delivered
1547,3072,XpressBees,XP-0003072,2024-10-07 07:48:57,,Shipped
1548,3073,BlueDart,BL-0003073,2024-12-13 00:37:34,2024-12-17 00:37:34,Delivered
