payment_id,order_id,method,amount,paid_at,status
1004,1004,UPI,70880.24,2025-06-22 05:31:05,Captured
1005,1005,NetBanking,101019.15,2024-12-07 01:58:14,Captured
1006,1006,Card,3892.82,2024-11-23 15:36:36,Captured
1007,1007,UPI,24267.88,2025-01-25 06:51:01,Captured
1008,1008,COD,203852.08,2025-04-13 16:12:59,Captured
1009,1009,NetBanking,162840.0,2024-02-05 11:19:01,Captured
1010,1010,UPI,30654.04,2024-01-27 19:23:45,Captured
1011,1011,NetBanking,45083.08,2024-12-16 21:45:13,Captured
1012,1012,UPI,0.0,,Failed
1013,1013,COD,31215.72,2024-02-13 21:50:23,Captured
1014,1014,NetBanking,131572.36,2024-04-30 00:09:54,Captured
1015,1015,UPI,61093.32,,Authorized
1016,1016,NetBanking,33179.24,2025-07-29 14:10:48,Captured
1017,1017,Card,129830.56,2024-05-28 00:03:57,Captured
1018,1018,COD,65177.71,2025-03-07 06:19:18,Captured
1019,1019,NetBanking,32370.94,2024-04-10 18:40:06,Captured
1020,1020,UPI,109973.64,2025-01-17 12:24:29,Captured
1021,1021,Card,28884.04,2024-05-25 10:35:04,Captured
1022,1022,NetBanking,56878.36,2025-05-19 18:28:30,Captured
1023,1023,NetBanking,0.0,,Failed
1024,1024,UPI,239973.06,,Authorized
1025,1025,NetBanking,46810.6,,Authorized
1026,1026,NetBanking,49847.92,2024-01-30 22:29:34,Captured
1027,1027,NetBanking,84069.1,2024-07-14 05:35:11,Captured
1028,1028,Card,128260.1,2024-09-30 17:35:30,Captured
1029,1029,UPI,0.0,,Failed
1030,1030,COD,190434.83,2024-11-28 05:51:41,Captured
1031,1031,UPI,120317.52,,Authorized
1032,1032,Card,70631.26,2024-07-05 19:32:56,Captured
1033,1033,COD,86444.44,2025-03-07 04:53:11,Captured
1034,1034,Card,96692.8,2025-08-12 02:38:51,Captured
1035,1035,COD,0.0,,Failed
1036,1036,Card,26741.16,2025-01-22 01:16:11,Captured
1037,1037,COD,75959.26,2025-08-22 07:48:41,Captured
1038,1038,NetBanking,196771.26,2024-02-23 20:09:38,Captured
1039,1039,NetBanking,40064.54,2024-04-30 20:10:57,Captured
1040,1040,UPI,177474.48,2024-05-19 23:07:01,Captured
1041,1041,COD,51261.56,2024-01-30 18:04:02,Captured
1042,1042,UPI,32585.7,2024-06-20 17:23:05,Refunded
1043,1043,NetBanking,120118.1,2024-04-03 20:35:34,Captured
1044,1044,Card,28671.64,2025-04-24 23:48:25,Captured
1045,1045,NetBanking,43037.73,2025-06-14 23:14:39,Captured
1046,1046,COD,77519.86,2025-01-17 19:44:17,Captured
1047,1047,NetBanking,0.0,,Failed
1048,1048,NetBanking,15255.04,2025-05-05 14:19:13,Refunded
1049,1049,Card,0.0,,Failed
1050,1050,Card,86730.0,2025-03-12 08:35:23,Captured
1051,1051,COD,112285.26,2024-12-01 20:05:22,Captured
1052,1052,UPI,172794.48,2024-09-21 05:11:16,Captured
1053,1053,COD,22090.78,2025-05-06 13:36:37,Captured
1054,1054,NetBanking,53049.26,2025-05-27 00:12:11,Captured
1055,1055,COD,0.0,,Failed
1056,1056,NetBanking,0.0,,Failed
1057,1057,UPI,150019.18,2025-06-25 20:31:53,Captured
1058,1058,NetBanking,0.0,,Failed
1059,1059,NetBanking,46536.84,2024-03-31 09:50:31,Captured
1060,1060,COD,158198.23,2024-09-24 13:49:46,Captured
1061,1061,COD,128583.89,2024-10-05 12:59:52,Refunded
1062,1062,COD,0.0,,Failed
1063,1063,Card,0.0,,Failed
1064,1064,Card,246349.78,2025-07-11 14:17:15,Captured
1065,1065,NetBanking,144517.08,2024-08-30 22:49:24,Captured
1066,1066,COD,68442.36,2024-06-04 12:49:48,Captured
1067,1067,COD,123633.32,2025-05-05 10:57:02,Captured
1068,1068,UPI,165736.9,2024-10-20 16:19:43,Captured
1069,1069,Card,0.0,,Failed
1070,1070,NetBanking,30768.09,2024-04-15 04:44:42,Refunded
1071,1071,NetBanking,201199.38,2024-03-15 23:00:04,Captured
1072,1072,COD,2429.21,2025-07-02 15:27:43,Captured
1073,1073,Card,178410.1,2025-01-19 05:00:17,Captured
1074,1074,Card,19713.79,2024-08-09 08:27:01,Captured
1075,1075,UPI,0.0,,Failed
1076,1076,UPI,96316.26,2024-03-02 01:04:49,Captured
1077,1077,COD,0.0,,Failed
1078,1078,NetBanking,0.0,,Failed
1079,1079,Card,109769.97,2025-07-31 22:56:34,Captured
1080,1080,NetBanking,28480.48,2024-06-22 18:11:43,Captured
1081,1081,Card,48359.94,2024-02-22 07:36:45,Captured
1082,1082,COD,54151.38,2024-09-17 15:01:07,Captured
1083,1083,COD,81319.58,2024-12-10 19:56:49,Captured
1084,1084,COD,59335.77,2024-07-27 11:17:13,Captured
1085,1085,COD,0.0,,Failed
1086,1086,NetBanking,298383.06,2025-04-19 16:28:19,Captured
1087,1087,Card,0.0,,Failed
1088,1088,NetBanking,3103.4,2025-04-08 02:55:04,Captured
1089,1089,NetBanking,203396.6,2024-07-15 08:13:58,Captured
1090,1090,COD,0.0,,Failed
1091,1091,COD,30677.64,2025-08-20 09:47:03,Captured
1092,1092,COD,151158.0,2025-03-02 17:48:13,Captured
1093,1093,UPI,54199.23,2024-12-18 17:52:48,Captured
1094,1094,NetBanking,57418.92,2024-03-09 21:37:23,Captured
1095,1095,UPI,59531.18,2024-01-13 14:08:03,Captured
1096,1096,UPI,60455.0,2025-07-15 21:56:46,Captured
1097,1097,COD,37033.47,2025-06-27 04:41:14,Captured
1098,1098,COD,0.0,,Failed
1099,1099,NetBanking,97176.54,2024-05-02 05:32:28,Captured
1100,1100,COD,96060.85,2024-10-09 21:22:57,Captured
1101,1101,NetBanking,75125.88,2025-01-29 16:55:31,Captured
1102,1102,COD,57410.89,2025-06-07 20:54:03,Captured
1103,1103,COD,92675.78,,Authorized
1104,1104,COD,0.0,,Failed
1105,1105,NetBanking,49963.56,2024-11-05 07:56:21,Captured
1106,1106,COD,295645.94,2024-06-27 14:38:36,Captured
1107,1107,Card,84244.92,2025-06-28 21:25:32,Captured
1108,1108,UPI,35849.58,2024-02-17 10:50:36,Captured
1109,1109,Card,347716.5,2024-12-25 12:32:15,Captured
1110,1110,COD,80737.37,2025-05-27 13:57:00,Captured
1111,1111,Card,0.0,,Failed
1112,1112,Card,109273.07,2024-06-14 02:00:23,Captured
1113,1113,NetBanking,25692.14,2024-04-21 01:01:18,Captured
1114,1114,UPI,162933.04,2024-03-16 13:01:26,Captured
1115,1115,Card,0.0,,Failed
1116,1116,NetBanking,181878.12,2025-05-19 18:16:44,Captured
1117,1117,COD,1445.5,2025-07-31 13:26:54,Captured
1118,1118,NetBanking,54730.76,2025-06-01 12:56:15,Captured
1119,1119,UPI,59755.2,2025-07-22 01:28:28,Captured
1120,1120,Card,66563.8,2024-04-04 21:08:48,Captured
1121,1121,Card,99598.2,,Authorized
1122,1122,Card,35341.0,2024-10-14 02:07:20,Captured
1123,1123,Card,0.0,,Failed
1124,1124,NetBanking,0.0,,Failed
1125,1125,UPI,0.0,,Failed
1126,1126,UPI,37658.22,2025-08-26 18:57:43,Captured
1127,1127,Card,232463.54,,Authorized
1128,1128,UPI,0.0,,Failed
1129,1129,NetBanking,48728.1,2025-03-18 02:56:41,Refunded
1130,1130,UPI,213688.56,2025-05-31 06:29:23,Captured
1131,1131,Card,16352.68,2025-02-04 04:07:14,Captured
1132,1132,Card,39188.98,2024-10-03 15:58:48,Captured
1133,1133,COD,34080.64,2024-07-11 18:13:24,Captured
1134,1134,COD,11205.28,,Authorized
1135,1135,UPI,97993.1,,Authorized
1136,1136,COD,236892.26,2024-05-14 20:39:29,Captured
1137,1137,UPI,117053.35,2024-12-24 10:28:44,Captured
1138,1138,Card,35148.66,2024-03-22 20:07:45,Captured
1139,1139,UPI,84040.78,2025-01-28 16:47:48,Captured
1140,1140,UPI,9531.69,2025-03-17 05:59:07,Captured
1141,1141,COD,54015.15,2024-11-13 20:38:32,Captured
1142,1142,UPI,0.0,,Failed
1143,1143,COD,314543.46,2024-11-18 17:56:00,Captured
1144,1144,NetBanking,6829.84,2024-06-27 05:42:04,Captured
1145,1145,Card,176656.62,2024-03-28 14:45:40,Captured
1146,1146,COD,50331.72,2025-07-08 01:59:45,Captured
1147,1147,NetBanking,104369.82,2024-08-19 11:03:35,Captured
1148,1148,COD,0.0,,Failed
1149,1149,NetBanking,23932.76,2025-01-21 03:20:47,Captured
1150,1150,COD,143576.5,2025-02-27 03:42:54,Captured
1151,1151,NetBanking,78821.64,,Authorized
1152,1152,COD,291432.86,2024-11-22 05:22:36,Captured
1153,1153,Card,222788.72,2024-06-15 18:33:37,Captured
1154,1154,COD,78533.72,,Authorized
1155,1155,COD,5402.04,2024-11-22 13:48:25,Captured
1156,1156,COD,14768.05,2025-01-15 12:29:57,Captured
1157,1157,UPI,78673.55,2025-03-13 12:04:13,Captured
1158,1158,Card,0.0,,Failed
1159,1159,Card,51187.1,2024-03-17 18:14:32,Refunded
1160,1160,NetBanking,0.0,,Failed
1161,1161,COD,70041.26,2025-04-11 01:28:26,Captured
1162,1162,Card,0.0,,Failed
1163,1163,NetBanking,134410.26,2025-01-05 21:32:28,Captured
1164,1164,COD,54862.92,2025-05-20 07:58:29,Captured
1165,1165,Card,164362.91,2024-12-16 18:52:03,Captured
1166,1166,NetBanking,103914.34,2024-08-30 21:22:14,Captured
1167,1167,COD,83152.24,2024-02-18 03:50:56,Captured
1168,1168,Card,72794.2,2024-10-25 03:10:31,Captured
1169,1169,Card,155040.26,2024-11-06 12:41:59,Captured
1170,1170,UPI,0.0,,Failed
1171,1171,Card,74932.42,,Authorized
1172,1172,NetBanking,45083.08,2024-10-08 04:24:58,Captured
1173,1173,Card,34602.32,2024-06-28 05:23:08,Captured
1174,1174,Card,32437.02,2025-02-14 03:18:54,Captured
1175,1175,COD,0.0,,Failed
1176,1176,NetBanking,0.0,,Failed
1177,1177,NetBanking,134105.82,2024-01-07 14:56:18,Captured
1178,1178,Card,172141.47,,Authorized
1179,1179,COD,0.0,,Failed
1180,1180,COD,117594.08,2025-06-24 03:17:33,Captured
1181,1181,UPI,85873.32,2024-08-24 09:16:26,Refunded
1182,1182,COD,33371.58,2025-08-16 22:58:12,Refunded
1183,1183,NetBanking,146227.96,2024-09-03 04:29:40,Captured
1184,1184,NetBanking,93543.32,2024-04-04 06:54:42,Captured
1185,1185,UPI,58966.96,2025-08-09 07:30:14,Captured
1186,1186,NetBanking,0.0,,Failed
1187,1187,NetBanking,63472.2,2025-04-04 07:25:05,Captured
1188,1188,NetBanking,101319.17,2024-11-27 04:14:53,Captured
1189,1189,NetBanking,0.0,,Failed
1190,1190,UPI,170439.2,2024-08-10 10:09:47,Captured
1191,1191,COD,70644.71,,Authorized
1192,1192,NetBanking,0.0,,Failed
1193,1193,UPI,154322.29,,Authorized
1194,1194,Card,38850.5,2024-04-26 14:29:03,Captured
1195,1195,Card,112459.9,2024-08-09 22:47:58,Captured
1196,1196,COD,163507.59,,Authorized
1197,1197,NetBanking,0.0,,Failed
1198,1198,NetBanking,0.0,,Failed
1199,1199,UPI,7268.8,2024-04-18 19:54:59,Captured
1200,1200,UPI,51124.68,2025-05-13 12:00:15,Captured
1201,1201,Card,86230.15,2025-04-25 01:38:07,Captured
1202,1202,COD,0.0,,Failed
1203,1203,Card,0.0,,Failed
1204,1204,NetBanking,0.0,,Failed
1205,1205,NetBanking,38939.29,2024-09-18 15:22:31,Captured
1206,1206,Card,47275.93,2024-02-29 23:16:38,Captured
1207,1207,COD,21799.32,2024-03-08 19:50:13,Captured
1208,1208,NetBanking,216756.56,2025-08-09 09:05:27,Captured
1209,1209,UPI,88818.6,2025-08-12 05:01:50,Captured
1210,1210,NetBanking,272230.54,2024-12-06 06:00:22,Captured
1211,1211,COD,146991.42,2024-12-11 23:25:07,Captured
1212,1212,UPI,22243.0,2025-07-27 07:37:11,Refunded
1213,1213,COD,0.0,,Failed
1214,1214,COD,122600.82,2024-10-04 19:54:50,Captured
1215,1215,UPI,319769.38,2025-03-01 21:39:29,Captured
1216,1216,COD,47762.45,2025-07-01 20:40:04,Captured
1217,1217,Card,82327.42,2024-08-31 15:52:47,Captured
1218,1218,UPI,74812.0,2025-05-23 07:31:55,Captured
1219,1219,Card,16561.3,2024-06-14 13:06:40,Captured
1220,1220,Card,144716.38,2024-09-11 12:28:32,Captured
1221,1221,UPI,9368.02,2024-04-07 03:36:11,Captured
1222,1222,Card,74205.48,2024-08-03 12:17:19,Captured
1223,1223,Card,141117.38,2024-01-26 21:54:54,Captured
1224,1224,Card,41796.31,2024-10-20 22:36:33,Captured
1225,1225,Card,0.0,,Failed
1226,1226,NetBanking,119544.15,2025-01-20 17:47:58,Captured
1227,1227,COD,90837.11,2024-10-28 14:50:34,Captured
1228,1228,Card,209146.74,,Authorized
1229,1229,Card,142438.98,2025-07-31 17:15:51,Captured
1230,1230,Card,0.0,,Failed
1231,1231,COD,73825.52,,Authorized
1232,1232,NetBanking,0.0,,Failed
1233,1233,COD,33670.12,2024-10-20 17:52:50,Refunded
1234,1234,COD,52633.19,,Authorized
1235,1235,NetBanking,112168.44,2024-12-18 19:38:56,Captured
1236,1236,Card,42503.6,2024-12-25 16:29:46,Captured
1237,1237,COD,122246.82,2025-03-29 19:14:52,Captured
1238,1238,Card,99296.29,,Authorized
1239,1239,Card,76687.02,2024-09-12 08:46:22,Captured
1240,1240,COD,109457.98,2025-01-17 08:06:10,Captured
1241,1241,UPI,117065.2,2024-07-23 16:18:19,Captured
1242,1242,COD,143078.54,2024-11-17 22:12:59,Captured
1243,1243,UPI,137386.22,2024-07-19 04:51:58,Captured
1244,1244,NetBanking,120186.54,2024-07-19 04:53:59,Captured
1245,1245,NetBanking,106461.96,2025-07-12 04:06:43,Captured
1246,1246,Card,71697.98,2025-04-26 12:31:30,Captured
1247,1247,NetBanking,0.0,,Failed
1248,1248,COD,67313.1,2025-02-19 04:49:49,Captured
1249,1249,NetBanking,0.0,,Failed
1250,1250,COD,35407.08,2024-05-24 19:27:45,Captured
1251,1251,Card,0.0,,Failed
1252,1252,NetBanking,47146.9,2025-01-25 09:14:25,Captured
1253,1253,Card,11207.64,,Authorized
1254,1254,Card,3562.42,2024-10-02 10:42:32,Captured
1255,1255,Card,55799.84,2025-03-05 14:48:01,Captured
1256,1256,NetBanking,111121.78,2025-01-17 21:20:02,Captured
1257,1257,NetBanking,156556.5,2025-08-17 13:35:23,Captured
1258,1258,COD,30611.56,2024-08-25 07:16:52,Captured
1259,1259,COD,0.0,,Failed
1260,1260,COD,222647.12,2024-06-06 13:32:10,Captured
1261,1261,UPI,78860.58,2025-07-27 16:33:20,Captured
1262,1262,NetBanking,336776.72,2024-04-06 03:01:01,Captured
1263,1263,UPI,109794.28,2024-05-29 16:55:21,Captured
1264,1264,Card,33281.9,2024-10-13 16:01:02,Captured
1265,1265,NetBanking,183720.1,2024-10-12 05:50:06,Captured
1266,1266,NetBanking,0.0,,Failed
1267,1267,Card,145751.12,2025-04-19 02:55:38,Captured
1268,1268,UPI,158654.13,,Authorized
1269,1269,NetBanking,110671.02,2024-03-27 23:30:32,Captured
1270,1270,Card,47866.7,2024-01-18 12:00:00,Captured
1271,1271,UPI,39873.38,2024-07-17 05:49:03,Captured
1272,1272,COD,0.0,,Failed
1273,1273,UPI,107966.11,2024-04-12 10:22:35,Captured
1274,1274,UPI,246267.83,2024-03-02 17:10:27,Captured
1275,1275,NetBanking,120036.38,2024-08-10 01:41:15,Captured
1276,1276,Card,55889.52,2025-01-30 15:16:59,Captured
1277,1277,Card,43394.5,2024-10-31 03:51:05,Captured
1278,1278,COD,93956.38,,Authorized
1279,1279,NetBanking,29731.28,2025-04-19 01:57:42,Captured
1280,1280,Card,108612.22,2025-07-24 12:12:26,Captured
1281,1281,UPI,26631.42,2025-08-07 16:11:14,Captured
1282,1282,Card,1908.06,2025-04-04 23:13:47,Refunded
1283,1283,UPI,57550.96,2024-07-23 20:01:14,Captured
1284,1284,UPI,0.0,,Failed
1285,1285,UPI,0.0,,Failed
1286,1286,Card,87874.6,2025-02-27 21:38:07,Captured
1287,1287,Card,2794.65,2024-12-19 03:24:43,Captured
1288,1288,Card,117046.56,2024-09-27 02:12:10,Refunded
1289,1289,COD,0.0,,Failed
1290,1290,COD,80086.6,2025-03-17 14:22:02,Refunded
1291,1291,Card,0.0,,Failed
1292,1292,UPI,32815.8,2025-03-03 04:02:35,Refunded
1293,1293,NetBanking,0.0,,Failed
1294,1294,UPI,54066.42,2024-08-25 19:49:07,Captured
1295,1295,Card,36228.36,2024-03-21 17:31:03,Captured
1296,1296,NetBanking,60244.9,,Authorized
1297,1297,UPI,14116.46,2024-10-15 04:13:35,Captured
1298,1298,UPI,227237.08,2024-04-22 02:32:52,Captured
1299,1299,NetBanking,185524.44,2025-06-01 15:46:09,Captured
1300,1300,NetBanking,8596.3,,Authorized
1301,1301,COD,58034.76,2025-03-21 14:47:15,Captured
1302,1302,UPI,0.0,,Failed
1303,1303,NetBanking,86307.56,2025-02-10 00:38:19,Captured
1304,1304,UPI,124007.56,2024-12-06 11:04:28,Captured
1305,1305,UPI,66319.54,2024-05-25 00:38:41,Captured
1306,1306,Card,69358.04,2025-06-25 09:29:05,Captured
1307,1307,COD,191260.12,2025-01-24 02:56:32,Captured
1308,1308,UPI,1943.46,2025-07-03 16:09:12,Captured
1309,1309,NetBanking,74642.08,2024-04-20 22:42:45,Captured
1310,1310,UPI,97076.24,2024-03-04 17:57:40,Captured
1311,1311,NetBanking,127834.12,2024-01-25 12:44:10,Captured
1312,1312,UPI,136989.74,2025-03-13 18:13:50,Captured
1313,1313,Card,95334.56,2024-08-21 10:25:54,Captured
1314,1314,UPI,99818.56,2024-06-21 12:08:55,Captured
1315,1315,NetBanking,0.0,,Failed
1316,1316,UPI,46821.04,2024-04-30 06:24:53,Captured
1317,1317,NetBanking,27323.25,2024-01-18 21:15:18,Captured
1318,1318,Card,0.0,,Failed
1319,1319,UPI,26466.81,2025-03-21 22:58:40,Refunded
1320,1320,NetBanking,22808.22,2025-04-23 09:46:02,Captured
1321,1321,Card,48223.3,2024-05-12 05:06:55,Captured
1322,1322,NetBanking,127208.96,2025-02-09 05:27:04,Captured
1323,1323,Card,0.0,,Failed
1324,1324,NetBanking,0.0,,Failed
1325,1325,UPI,19413.36,2024-01-20 14:33:58,Captured
1326,1326,UPI,68417.58,,Authorized
1327,1327,NetBanking,171177.29,2025-06-19 03:04:02,Refunded
1328,1328,Card,178082.83,2025-03-27 10:23:39,Captured
1329,1329,Card,55201.58,2025-06-05 08:32:51,Captured
1330,1330,UPI,0.0,,Failed
1331,1331,Card,34289.62,,Authorized
1332,1332,COD,7759.68,2024-07-01 13:26:18,Captured
1333,1333,COD,181090.59,2024-09-19 17:58:08,Captured
1334,1334,COD,0.0,,Failed
1335,1335,NetBanking,94322.12,2025-08-23 19:35:08,Captured
1336,1336,NetBanking,7352.93,2024-02-08 08:19:03,Captured
1337,1337,COD,58821.82,2025-02-13 15:29:04,Captured
1338,1338,NetBanking,235871.38,2025-02-10 11:48:18,Captured
1339,1339,NetBanking,45006.38,2024-12-19 08:59:30,Captured
1340,1340,COD,0.0,,Failed
1341,1341,UPI,6226.86,2024-04-28 07:35:26,Captured
1342,1342,UPI,112431.58,2024-12-17 23:53:15,Captured
1343,1343,UPI,59122.72,2024-09-17 19:23:30,Captured
1344,1344,NetBanking,177591.06,2025-06-13 01:42:32,Captured
1345,1345,Card,112601.5,2024-07-22 14:18:08,Captured
1346,1346,UPI,24961.72,2025-03-22 01:59:53,Captured
1347,1347,UPI,54505.38,2024-01-20 09:36:43,Captured
1348,1348,UPI,207979.72,2024-06-30 04:49:54,Refunded
1349,1349,NetBanking,170661.16,2025-02-01 23:44:10,Captured
1350,1350,Card,0.0,,Failed
1351,1351,NetBanking,20123.72,2024-01-30 12:16:17,Captured
1352,1352,Card,0.0,,Failed
1353,1353,UPI,97852.92,2025-06-16 13:13:29,Captured
1354,1354,COD,178135.16,2024-07-11 18:47:08,Refunded
1355,1355,COD,49491.56,2024-02-04 23:22:41,Captured
1356,1356,COD,149857.05,2024-04-20 01:34:50,Captured
1357,1357,Card,92568.64,2024-10-05 06:54:10,Captured
1358,1358,NetBanking,0.0,,Failed
1359,1359,COD,0.0,,Failed
1360,1360,NetBanking,5869.32,2024-11-22 20:38:46,Captured
1361,1361,UPI,111691.72,2024-07-01 17:17:52,Captured
1362,1362,COD,135019.73,2024-06-12 13:27:22,Captured
1363,1363,COD,0.0,,Failed
1364,1364,UPI,157326.03,,Authorized
1365,1365,NetBanking,0.0,,Failed
1366,1366,COD,54218.64,2024-01-29 06:20:32,Captured
1367,1367,NetBanking,135023.51,2024-02-21 15:40:20,Captured
1368,1368,UPI,43911.4,2024-05-05 13:37:02,Captured
1369,1369,UPI,45125.56,2024-06-08 23:23:46,Captured
1370,1370,COD,36844.32,,Authorized
1371,1371,UPI,64698.22,2024-09-06 14:15:22,Captured
1372,1372,UPI,94964.04,2024-04-16 05:13:16,Captured
1373,1373,COD,71456.08,2025-07-09 14:44:10,Refunded
1374,1374,UPI,16410.2,2024-02-03 05:40:32,Captured
1375,1375,Card,4481.64,2024-04-17 20:36:01,Captured
1376,1376,COD,31599.87,2024-07-04 03:40:28,Captured
1377,1377,COD,19985.19,2025-07-19 20:21:53,Captured
1378,1378,UPI,13977.1,2025-06-04 08:57:44,Captured
1379,1379,COD,76167.82,2024-10-19 03:25:32,Captured
1380,1380,NetBanking,158927.24,2024-08-02 23:09:54,Captured
1381,1381,UPI,95373.26,,Authorized
1382,1382,NetBanking,111827.83,2025-07-18 09:28:35,Captured
1383,1383,UPI,74370.68,2024-02-10 12:05:01,Captured
1384,1384,Card,76540.7,2024-09-08 23:02:04,Captured
1385,1385,UPI,169380.74,2024-04-07 06:49:22,Captured
1386,1386,Card,74906.52,2025-02-11 13:18:24,Captured
1387,1387,Card,325802.42,2025-03-17 08:46:11,Captured
1388,1388,NetBanking,65069.92,2025-02-14 03:06:12,Captured
1389,1389,COD,43862.96,2024-03-13 11:32:32,Captured
1390,1390,UPI,0.0,,Failed
1391,1391,NetBanking,0.0,,Failed
1392,1392,COD,203719.92,2025-06-12 02:57:56,Refunded
1393,1393,UPI,51352.42,,Authorized
1394,1394,Card,57101.56,2025-05-11 15:56:43,Captured
1395,1395,Card,114234.62,2024-08-18 19:33:19,Refunded
1396,1396,Card,160262.88,2025-04-11 10:21:57,Refunded
1397,1397,UPI,0.0,,Failed
1398,1398,NetBanking,108709.86,2025-01-16 19:32:59,Captured
1399,1399,COD,228733.56,2024-05-29 06:36:44,Captured
1400,1400,NetBanking,189828.37,,Authorized
1401,1401,UPI,48725.74,2024-01-21 22:26:18,Captured
1402,1402,UPI,132835.67,,Authorized
1403,1403,UPI,118524.1,2024-02-11 04:19:16,Captured
1404,1404,UPI,90324.99,2024-02-06 19:12:41,Captured
1405,1405,UPI,65233.94,2025-07-27 20:14:31,Captured
1406,1406,COD,0.0,,Failed
1407,1407,UPI,25851.44,2024-11-27 04:15:18,Captured
1408,1408,COD,32437.02,2025-01-22 18:19:11,Captured
1409,1409,COD,3562.42,2024-02-21 08:03:40,Captured
1410,1410,UPI,0.0,,Failed
1411,1411,UPI,147757.65,2024-05-09 05:38:53,Captured
1412,1412,Card,74144.59,2024-02-03 07:26:38,Captured
1413,1413,NetBanking,128537.4,2025-04-26 08:29:24,Captured
1414,1414,COD,128155.08,2025-06-18 22:21:09,Captured
1415,1415,Card,56340.28,2025-04-29 19:30:36,Captured
1416,1416,COD,173281.82,2024-05-11 00:13:15,Captured
1417,1417,Card,104318.14,2025-03-28 17:23:44,Captured
1418,1418,NetBanking,90786.84,2024-11-22 17:44:25,Refunded
1419,1419,NetBanking,30729.56,2025-04-01 20:20:54,Captured
1420,1420,Card,0.0,,Failed
1421,1421,Card,100541.84,2025-01-19 18:13:36,Captured
1422,1422,NetBanking,29019.33,2025-04-29 19:35:21,Captured
1423,1423,UPI,56817.0,2025-05-26 10:11:03,Captured
1424,1424,COD,9919.08,2025-01-30 22:41:14,Captured
1425,1425,UPI,127074.67,2024-08-14 14:53:31,Refunded
1426,1426,UPI,68975.72,2025-07-17 02:01:34,Captured
1427,1427,UPI,156823.36,2025-03-09 20:58:55,Captured
1428,1428,COD,176172.47,2024-05-02 23:06:54,Captured
1429,1429,Card,11654.98,2024-09-22 09:10:10,Captured
1430,1430,Card,161505.42,2024-03-16 22:59:31,Captured
1431,1431,Card,45827.66,2024-01-05 13:43:00,Refunded
1432,1432,UPI,69444.18,,Authorized
1433,1433,Card,41946.88,2025-08-02 07:12:42,Captured
1434,1434,COD,47905.64,2025-02-05 08:27:31,Captured
1435,1435,COD,28977.26,,Authorized
1436,1436,NetBanking,107745.8,2025-01-23 03:25:40,Captured
1437,1437,UPI,39873.38,2025-01-22 06:30:41,Captured
1438,1438,UPI,76585.84,2025-05-08 05:13:38,Captured
1439,1439,UPI,89925.62,2024-02-14 03:38:52,Captured
1440,1440,COD,87180.76,2025-01-22 22:06:28,Captured
1441,1441,NetBanking,77791.5,2024-02-19 21:01:16,Refunded
1442,1442,UPI,72673.84,2024-01-22 15:52:01,Captured
1443,1443,COD,28558.36,,Authorized
1444,1444,Card,617.85,2024-08-06 16:04:02,Captured
1445,1445,UPI,12091.46,2024-07-01 15:58:41,Captured
1446,1446,Card,127587.62,2024-11-05 19:26:20,Captured
1447,1447,UPI,48997.14,2024-07-18 11:58:26,Captured
1448,1448,Card,46110.86,2025-05-06 21:25:49,Captured
1449,1449,NetBanking,0.0,,Failed
1450,1450,UPI,89327.72,2024-02-15 18:31:47,Captured
1451,1451,UPI,0.0,,Failed
1452,1452,Card,70660.05,2024-04-30 11:45:49,Captured
1453,1453,COD,77227.46,2025-06-01 13:05:00,Captured
1454,1454,Card,40712.36,2024-09-24 16:21:08,Captured
1455,1455,UPI,51630.9,2025-05-19 09:41:04,Captured
1456,1456,COD,0.0,,Failed
1457,1457,UPI,0.0,,Failed
1458,1458,COD,205512.63,2025-06-17 05:32:11,Refunded
1459,1459,Card,34200.59,2025-07-22 12:44:57,Captured
1460,1460,COD,88759.6,2024-08-21 13:25:36,Captured
1461,1461,COD,0.0,,Failed
1462,1462,NetBanking,180306.84,2025-01-05 07:27:39,Captured
1463,1463,COD,36326.3,,Authorized
1464,1464,UPI,0.0,,Failed
1465,1465,NetBanking,90507.18,2025-05-27 05:30:41,Captured
1466,1466,NetBanking,107346.78,2025-05-17 08:51:16,Captured
1467,1467,Card,69209.36,2024-11-07 06:03:03,Captured
1468,1468,NetBanking,61335.57,2025-05-15 20:13:04,Captured
1469,1469,COD,104370.47,2025-06-04 23:42:08,Captured
1470,1470,UPI,0.0,,Failed
1471,1471,Card,0.0,,Failed
1472,1472,Card,115416.98,2024-05-26 19:50:39,Captured
1473,1473,NetBanking,123488.18,2025-08-25 19:14:00,Captured
1474,1474,UPI,162860.36,2025-07-05 06:45:23,Captured
1475,1475,Card,139694.42,2024-04-09 11:20:09,Captured
1476,1476,COD,0.0,,Failed
1477,1477,NetBanking,73758.91,2024-11-13 22:33:38,Captured
1478,1478,NetBanking,48527.5,2025-08-09 01:21:58,Captured
1479,1479,UPI,7954.62,,Authorized
1480,1480,Card,93127.96,2025-01-19 18:59:24,Captured
1481,1481,COD,9706.68,2025-01-17 14:13:59,Captured
1482,1482,Card,80979.86,2025-07-07 04:52:45,Captured
1483,1483,NetBanking,49078.56,2024-01-20 00:41:48,Captured
1484,1484,COD,20536.72,,Authorized
1485,1485,NetBanking,53640.44,2024-06-26 22:27:20,Captured
1486,1486,COD,210323.2,2025-04-27 23:12:58,Captured
1487,1487,Card,106373.46,2025-06-25 08:28:11,Captured
